Code,ScheduleWeightMinutes,Description
133053,360,08:45-15:15 (10:45-11:15)
133054,360,08:45-15:15 (11:00-11:30)
133055,360,08:45-15:15 (11:15-11:45)
133056,360,08:45-15:15 (11:30-12:00)
133057,360,08:45-15:15 (11:45-12:15)
133058,360,08:45-15:15 (12:00-12:30)
133059,360,08:45-15:15 (12:15-12:45)
133060,360,08:45-15:15 (12:30-13:00)
133061,360,08:45-15:15 (12:45-13:15)
133062,360,08:45-15:30 (10:45-11:30)
133063,360,08:45-15:30 (11:00-11:45)
133064,360,08:45-15:30 (11:15-12:00)
133065,360,08:45-15:30 (11:30-12:15)
133066,360,08:45-15:30 (11:45-12:30)
133067,360,08:45-15:30 (12:00-12:45)
133068,360,08:45-15:30 (12:15-13:00)
133069,360,08:45-15:30 (12:30-13:15)
133070,360,08:45-15:30 (12:45-13:30)
133071,360,08:45-15:45 (10:45-11:45)
133072,360,08:45-15:45 (11:00-12:00)
133073,360,08:45-15:45 (11:15-12:15)
133074,360,08:45-15:45 (11:30-12:30)
133075,360,08:45-15:45 (11:45-12:45)
133076,360,08:45-15:45 (12:00-13:00)
133077,360,08:45-15:45 (12:15-13:15)
133078,360,08:45-15:45 (12:30-13:30)
133079,360,08:45-15:45 (12:45-13:45)
133080,360,08:45-16:00 (10:45-12:00)
133081,360,08:45-16:00 (11:00-12:15)
133082,360,08:45-16:00 (11:15-12:30)
133083,360,08:45-16:00 (11:30-12:45)
133084,360,08:45-16:00 (11:45-13:00)
133085,360,08:45-16:00 (12:00-13:15)
133086,360,08:45-16:00 (12:15-13:30)
133087,360,08:45-16:00 (12:30-13:45)
133088,360,08:45-16:00 (12:45-14:00)
133089,360,08:45-16:15 (10:45-12:15)
133090,360,08:45-16:15 (11:00-12:30)
133091,360,08:45-16:15 (11:15-12:45)
133092,360,08:45-16:15 (11:30-13:00)
133093,360,08:45-16:15 (11:45-13:15)
133094,360,08:45-16:15 (12:00-13:30)
133095,360,08:45-16:15 (12:15-13:45)
133096,360,08:45-16:15 (12:30-14:00)
133097,360,08:45-16:15 (12:45-14:15)
133098,360,08:45-16:30 (10:45-12:30)
133099,360,08:45-16:30 (11:00-12:45)
133100,360,08:45-16:30 (11:15-13:00)
133101,360,08:45-16:30 (11:30-13:15)
133102,360,08:45-16:30 (11:45-13:30)
133103,360,08:45-16:30 (12:00-13:45)
133104,360,08:45-16:30 (12:15-14:00)
133105,360,08:45-16:30 (12:30-14:15)
133106,360,08:45-16:30 (12:45-14:30)
133107,360,08:45-16:45 (10:45-12:45)
133108,360,08:45-16:45 (11:00-13:00)
133109,360,08:45-16:45 (11:15-13:15)
133110,360,08:45-16:45 (11:30-13:30)
133111,360,08:45-16:45 (11:45-13:45)
133112,360,08:45-16:45 (12:00-14:00)
133113,360,08:45-16:45 (12:15-14:15)
133114,360,08:45-16:45 (12:30-14:30)
133115,360,08:45-16:45 (12:45-14:45)
133116,375,08:45-15:30 (10:45-11:15)
133117,375,08:45-15:30 (11:00-11:30)
133118,375,08:45-15:30 (11:15-11:45)
133119,375,08:45-15:30 (11:30-12:00)
133120,375,08:45-15:30 (11:45-12:15)
133121,375,08:45-15:30 (12:00-12:30)
133122,375,08:45-15:30 (12:15-12:45)
133123,375,08:45-15:30 (12:30-13:00)
133124,375,08:45-15:30 (12:45-13:15)
133125,375,08:45-15:30 (13:00-13:30)
133126,375,08:45-15:45 (10:45-11:30)
133127,375,08:45-15:45 (11:00-11:45)
133128,375,08:45-15:45 (11:15-12:00)
133129,375,08:45-15:45 (11:30-12:15)
133130,375,08:45-15:45 (11:45-12:30)
133131,375,08:45-15:45 (12:00-12:45)
133132,375,08:45-15:45 (12:15-13:00)
133133,375,08:45-15:45 (12:30-13:15)
133134,375,08:45-15:45 (12:45-13:30)
133135,375,08:45-15:45 (13:00-13:45)
133136,375,08:45-16:00 (10:45-11:45)
133137,375,08:45-16:00 (11:00-12:00)
133138,375,08:45-16:00 (11:15-12:15)
133139,375,08:45-16:00 (11:30-12:30)
133140,375,08:45-16:00 (11:45-12:45)
133141,375,08:45-16:00 (12:00-13:00)
133142,375,08:45-16:00 (12:15-13:15)
133143,375,08:45-16:00 (12:30-13:30)
133144,375,08:45-16:00 (12:45-13:45)
133145,375,08:45-16:00 (13:00-14:00)
133146,375,08:45-16:15 (10:45-12:00)
133147,375,08:45-16:15 (11:00-12:15)
133148,375,08:45-16:15 (11:15-12:30)
133149,375,08:45-16:15 (11:30-12:45)
133150,375,08:45-16:15 (11:45-13:00)
133151,375,08:45-16:15 (12:00-13:15)
133152,375,08:45-16:15 (12:15-13:30)
133153,375,08:45-16:15 (12:30-13:45)
133154,375,08:45-16:15 (12:45-14:00)
133155,375,08:45-16:15 (13:00-14:15)
133156,375,08:45-16:30 (10:45-12:15)
133157,375,08:45-16:30 (11:00-12:30)
133158,375,08:45-16:30 (11:15-12:45)
133159,375,08:45-16:30 (11:30-13:00)
133160,375,08:45-16:30 (11:45-13:15)
133161,375,08:45-16:30 (12:00-13:30)
133162,375,08:45-16:30 (12:15-13:45)
133163,375,08:45-16:30 (12:30-14:00)
133164,375,08:45-16:30 (12:45-14:15)
133165,375,08:45-16:30 (13:00-14:30)
133166,375,08:45-16:45 (10:45-12:30)
133167,375,08:45-16:45 (11:00-12:45)
133168,375,08:45-16:45 (11:15-13:00)
133169,375,08:45-16:45 (11:30-13:15)
133170,375,08:45-16:45 (11:45-13:30)
133171,375,08:45-16:45 (12:00-13:45)
133172,375,08:45-16:45 (12:15-14:00)
133173,375,08:45-16:45 (12:30-14:15)
133174,375,08:45-16:45 (12:45-14:30)
133175,375,08:45-16:45 (13:00-14:45)
133176,375,08:45-17:00 (10:45-12:45)
133177,375,08:45-17:00 (11:00-13:00)
133178,375,08:45-17:00 (11:15-13:15)
133179,375,08:45-17:00 (11:30-13:30)
133180,375,08:45-17:00 (11:45-13:45)
133181,375,08:45-17:00 (12:00-14:00)
133182,375,08:45-17:00 (12:15-14:15)
133183,375,08:45-17:00 (12:30-14:30)
133184,375,08:45-17:00 (12:45-14:45)
133185,375,08:45-17:00 (13:00-15:00)
133186,390,08:45-15:45 (10:45-11:15)
133187,390,08:45-15:45 (11:00-11:30)
133188,390,08:45-15:45 (11:15-11:45)
133189,390,08:45-15:45 (11:30-12:00)
133190,390,08:45-15:45 (11:45-12:15)
133191,390,08:45-15:45 (12:00-12:30)
133192,390,08:45-15:45 (12:15-12:45)
133193,390,08:45-15:45 (12:30-13:00)
133194,390,08:45-15:45 (12:45-13:15)
133195,390,08:45-15:45 (13:00-13:30)
133196,390,08:45-15:45 (13:15-13:45)
133197,390,08:45-16:00 (10:45-11:30)
133198,390,08:45-16:00 (11:00-11:45)
133199,390,08:45-16:00 (11:15-12:00)
133200,390,08:45-16:00 (11:30-12:15)
133201,390,08:45-16:00 (11:45-12:30)
133202,390,08:45-16:00 (12:00-12:45)
133203,390,08:45-16:00 (12:15-13:00)
133204,390,08:45-16:00 (12:30-13:15)
133205,390,08:45-16:00 (12:45-13:30)
133206,390,08:45-16:00 (13:00-13:45)
133207,390,08:45-16:00 (13:15-14:00)
133208,390,08:45-16:15 (10:45-11:45)
133209,390,08:45-16:15 (11:00-12:00)
133210,390,08:45-16:15 (11:15-12:15)
133211,390,08:45-16:15 (11:30-12:30)
133212,390,08:45-16:15 (11:45-12:45)
133213,390,08:45-16:15 (12:00-13:00)
133214,390,08:45-16:15 (12:15-13:15)
133215,390,08:45-16:15 (12:30-13:30)
133216,390,08:45-16:15 (12:45-13:45)
133217,390,08:45-16:15 (13:00-14:00)
133218,390,08:45-16:15 (13:15-14:15)
133219,390,08:45-16:30 (10:45-12:00)
133220,390,08:45-16:30 (11:00-12:15)
133221,390,08:45-16:30 (11:15-12:30)
133222,390,08:45-16:30 (11:30-12:45)
133223,390,08:45-16:30 (11:45-13:00)
133224,390,08:45-16:30 (12:00-13:15)
133225,390,08:45-16:30 (12:15-13:30)
133226,390,08:45-16:30 (12:30-13:45)
133227,390,08:45-16:30 (12:45-14:00)
133228,390,08:45-16:30 (13:00-14:15)
133229,390,08:45-16:30 (13:15-14:30)
133230,390,08:45-16:45 (10:45-12:15)
133231,390,08:45-16:45 (11:00-12:30)
133232,390,08:45-16:45 (11:15-12:45)
133233,390,08:45-16:45 (11:30-13:00)
133234,390,08:45-16:45 (11:45-13:15)
133235,390,08:45-16:45 (12:00-13:30)
133236,390,08:45-16:45 (12:15-13:45)
133237,390,08:45-16:45 (12:30-14:00)
133238,390,08:45-16:45 (12:45-14:15)
133239,390,08:45-16:45 (13:00-14:30)
133240,390,08:45-16:45 (13:15-14:45)
133241,390,08:45-17:00 (10:45-12:30)
133242,390,08:45-17:00 (11:00-12:45)
133243,390,08:45-17:00 (11:15-13:00)
133244,390,08:45-17:00 (11:30-13:15)
133245,390,08:45-17:00 (11:45-13:30)
133246,390,08:45-17:00 (12:00-13:45)
133247,390,08:45-17:00 (12:15-14:00)
133248,390,08:45-17:00 (12:30-14:15)
133249,390,08:45-17:00 (12:45-14:30)
133250,390,08:45-17:00 (13:00-14:45)
133251,390,08:45-17:00 (13:15-15:00)
133252,390,08:45-17:15 (10:45-12:45)
133253,390,08:45-17:15 (11:00-13:00)
133254,390,08:45-17:15 (11:15-13:15)
133255,390,08:45-17:15 (11:30-13:30)
133256,390,08:45-17:15 (11:45-13:45)
133257,390,08:45-17:15 (12:00-14:00)
133258,390,08:45-17:15 (12:15-14:15)
133259,390,08:45-17:15 (12:30-14:30)
133260,390,08:45-17:15 (12:45-14:45)
133261,390,08:45-17:15 (13:00-15:00)
133262,390,08:45-17:15 (13:15-15:15)
133263,405,08:45-16:00 (10:45-11:15)
133264,405,08:45-16:00 (11:00-11:30)
133265,405,08:45-16:00 (11:15-11:45)
133266,405,08:45-16:00 (11:30-12:00)
133267,405,08:45-16:00 (11:45-12:15)
133268,405,08:45-16:00 (12:00-12:30)
133269,405,08:45-16:00 (12:15-12:45)
133270,405,08:45-16:00 (12:30-13:00)
133271,405,08:45-16:00 (12:45-13:15)
133272,405,08:45-16:00 (13:00-13:30)
133273,405,08:45-16:00 (13:15-13:45)
133274,405,08:45-16:00 (13:30-14:00)
133275,405,08:45-16:15 (10:45-11:30)
133276,405,08:45-16:15 (11:00-11:45)
133277,405,08:45-16:15 (11:15-12:00)
133278,405,08:45-16:15 (11:30-12:15)
133279,405,08:45-16:15 (11:45-12:30)
133280,405,08:45-16:15 (12:00-12:45)
133281,405,08:45-16:15 (12:15-13:00)
133282,405,08:45-16:15 (12:30-13:15)
133283,405,08:45-16:15 (12:45-13:30)
133284,405,08:45-16:15 (13:00-13:45)
133285,405,08:45-16:15 (13:15-14:00)
133286,405,08:45-16:15 (13:30-14:15)
133287,405,08:45-16:30 (10:45-11:45)
133288,405,08:45-16:30 (11:00-12:00)
133289,405,08:45-16:30 (11:15-12:15)
133290,405,08:45-16:30 (11:30-12:30)
133291,405,08:45-16:30 (11:45-12:45)
133292,405,08:45-16:30 (12:00-13:00)
133293,405,08:45-16:30 (12:15-13:15)
133294,405,08:45-16:30 (12:30-13:30)
133295,405,08:45-16:30 (12:45-13:45)
133296,405,08:45-16:30 (13:00-14:00)
133297,405,08:45-16:30 (13:15-14:15)
133298,405,08:45-16:30 (13:30-14:30)
133299,405,08:45-16:45 (10:45-12:00)
133300,405,08:45-16:45 (11:00-12:15)
133301,405,08:45-16:45 (11:15-12:30)
133302,405,08:45-16:45 (11:30-12:45)
133303,405,08:45-16:45 (11:45-13:00)
133304,405,08:45-16:45 (12:00-13:15)
133305,405,08:45-16:45 (12:15-13:30)
133306,405,08:45-16:45 (12:30-13:45)
133307,405,08:45-16:45 (12:45-14:00)
133308,405,08:45-16:45 (13:00-14:15)
133309,405,08:45-16:45 (13:15-14:30)
133310,405,08:45-16:45 (13:30-14:45)
133311,405,08:45-17:00 (10:45-12:15)
133312,405,08:45-17:00 (11:00-12:30)
133313,405,08:45-17:00 (11:15-12:45)
133314,405,08:45-17:00 (11:30-13:00)
133315,405,08:45-17:00 (11:45-13:15)
133316,405,08:45-17:00 (12:00-13:30)
133317,405,08:45-17:00 (12:15-13:45)
133318,405,08:45-17:00 (12:30-14:00)
133319,405,08:45-17:00 (12:45-14:15)
133320,405,08:45-17:00 (13:00-14:30)
133321,405,08:45-17:00 (13:15-14:45)
133322,405,08:45-17:00 (13:30-15:00)
133323,405,08:45-17:15 (10:45-12:30)
133324,405,08:45-17:15 (11:00-12:45)
133325,405,08:45-17:15 (11:15-13:00)
133326,405,08:45-17:15 (11:30-13:15)
133327,405,08:45-17:15 (11:45-13:30)
133328,405,08:45-17:15 (12:00-13:45)
133329,405,08:45-17:15 (12:15-14:00)
133330,405,08:45-17:15 (12:30-14:15)
133331,405,08:45-17:15 (12:45-14:30)
133332,405,08:45-17:15 (13:00-14:45)
133333,405,08:45-17:15 (13:15-15:00)
133334,405,08:45-17:15 (13:30-15:15)
133335,405,08:45-17:30 (10:45-12:45)
133336,405,08:45-17:30 (11:00-13:00)
133337,405,08:45-17:30 (11:15-13:15)
133338,405,08:45-17:30 (11:30-13:30)
133339,405,08:45-17:30 (11:45-13:45)
133340,405,08:45-17:30 (12:00-14:00)
133341,405,08:45-17:30 (12:15-14:15)
133342,405,08:45-17:30 (12:30-14:30)
133343,405,08:45-17:30 (12:45-14:45)
133344,405,08:45-17:30 (13:00-15:00)
133345,405,08:45-17:30 (13:15-15:15)
133346,405,08:45-17:30 (13:30-15:30)
133347,420,08:45-16:15 (10:45-11:15)
133348,420,08:45-16:15 (11:00-11:30)
133349,420,08:45-16:15 (11:15-11:45)
133350,420,08:45-16:15 (11:30-12:00)
133351,420,08:45-16:15 (11:45-12:15)
133352,420,08:45-16:15 (12:00-12:30)
133353,420,08:45-16:15 (12:15-12:45)
133354,420,08:45-16:15 (12:30-13:00)
133355,420,08:45-16:15 (12:45-13:15)
133356,420,08:45-16:15 (13:00-13:30)
133357,420,08:45-16:15 (13:15-13:45)
133358,420,08:45-16:15 (13:30-14:00)
133359,420,08:45-16:15 (13:45-14:15)
133360,420,08:45-16:30 (10:45-11:30)
133361,420,08:45-16:30 (11:00-11:45)
133362,420,08:45-16:30 (11:15-12:00)
133363,420,08:45-16:30 (11:30-12:15)
133364,420,08:45-16:30 (11:45-12:30)
133365,420,08:45-16:30 (12:00-12:45)
133366,420,08:45-16:30 (12:15-13:00)
133367,420,08:45-16:30 (12:30-13:15)
133368,420,08:45-16:30 (12:45-13:30)
133369,420,08:45-16:30 (13:00-13:45)
133370,420,08:45-16:30 (13:15-14:00)
133371,420,08:45-16:30 (13:30-14:15)
133372,420,08:45-16:30 (13:45-14:30)
133373,420,08:45-16:45 (10:45-11:45)
133374,420,08:45-16:45 (11:00-12:00)
133375,420,08:45-16:45 (11:15-12:15)
133376,420,08:45-16:45 (11:30-12:30)
133377,420,08:45-16:45 (11:45-12:45)
133378,420,08:45-16:45 (12:00-13:00)
133379,420,08:45-16:45 (12:15-13:15)
133380,420,08:45-16:45 (12:30-13:30)
133381,420,08:45-16:45 (12:45-13:45)
133382,420,08:45-16:45 (13:00-14:00)
133383,420,08:45-16:45 (13:15-14:15)
133384,420,08:45-16:45 (13:30-14:30)
133385,420,08:45-16:45 (13:45-14:45)
133386,420,08:45-17:00 (10:45-12:00)
133387,420,08:45-17:00 (11:00-12:15)
133388,420,08:45-17:00 (11:15-12:30)
133389,420,08:45-17:00 (11:30-12:45)
133390,420,08:45-17:00 (11:45-13:00)
133391,420,08:45-17:00 (12:00-13:15)
133392,420,08:45-17:00 (12:15-13:30)
133393,420,08:45-17:00 (12:30-13:45)
133394,420,08:45-17:00 (12:45-14:00)
133395,420,08:45-17:00 (13:00-14:15)
133396,420,08:45-17:00 (13:15-14:30)
133397,420,08:45-17:00 (13:30-14:45)
133398,420,08:45-17:00 (13:45-15:00)
133399,420,08:45-17:15 (10:45-12:15)
133400,420,08:45-17:15 (11:00-12:30)
133401,420,08:45-17:15 (11:15-12:45)
133402,420,08:45-17:15 (11:30-13:00)
133403,420,08:45-17:15 (11:45-13:15)
133404,420,08:45-17:15 (12:00-13:30)
133405,420,08:45-17:15 (12:15-13:45)
133406,420,08:45-17:15 (12:30-14:00)
133407,420,08:45-17:15 (12:45-14:15)
133408,420,08:45-17:15 (13:00-14:30)
133409,420,08:45-17:15 (13:15-14:45)
133410,420,08:45-17:15 (13:30-15:00)
133411,420,08:45-17:15 (13:45-15:15)
133412,420,08:45-17:30 (10:45-12:30)
133413,420,08:45-17:30 (11:00-12:45)
133414,420,08:45-17:30 (11:15-13:00)
133415,420,08:45-17:30 (11:30-13:15)
133416,420,08:45-17:30 (11:45-13:30)
133417,420,08:45-17:30 (12:00-13:45)
133418,420,08:45-17:30 (12:15-14:00)
133419,420,08:45-17:30 (12:30-14:15)
133420,420,08:45-17:30 (12:45-14:30)
133421,420,08:45-17:30 (13:00-14:45)
133422,420,08:45-17:30 (13:15-15:00)
133423,420,08:45-17:30 (13:30-15:15)
133424,420,08:45-17:30 (13:45-15:30)
133425,420,08:45-17:45 (10:45-12:45)
133426,420,08:45-17:45 (11:00-13:00)
133427,420,08:45-17:45 (11:15-13:15)
133428,420,08:45-17:45 (11:30-13:30)
133429,420,08:45-17:45 (11:45-13:45)
133430,420,08:45-17:45 (12:00-14:00)
133431,420,08:45-17:45 (12:15-14:15)
133432,420,08:45-17:45 (12:30-14:30)
133433,420,08:45-17:45 (12:45-14:45)
133434,420,08:45-17:45 (13:00-15:00)
133435,420,08:45-17:45 (13:15-15:15)
133436,420,08:45-17:45 (13:30-15:30)
133437,420,08:45-17:45 (13:45-15:45)
133438,435,08:45-16:30 (11:00-11:30)
133439,435,08:45-16:30 (11:15-11:45)
133440,435,08:45-16:30 (11:30-12:00)
133441,435,08:45-16:30 (11:45-12:15)
133442,435,08:45-16:30 (12:00-12:30)
133443,435,08:45-16:30 (12:15-12:45)
133444,435,08:45-16:30 (12:30-13:00)
133445,435,08:45-16:30 (12:45-13:15)
133446,435,08:45-16:30 (13:00-13:30)
133447,435,08:45-16:30 (13:15-13:45)
133448,435,08:45-16:30 (13:30-14:00)
133449,435,08:45-16:30 (13:45-14:15)
133450,435,08:45-16:45 (11:00-11:45)
133451,435,08:45-16:45 (11:15-12:00)
133452,435,08:45-16:45 (11:30-12:15)
133453,435,08:45-16:45 (11:45-12:30)
133454,435,08:45-16:45 (12:00-12:45)
133455,435,08:45-16:45 (12:15-13:00)
133456,435,08:45-16:45 (12:30-13:15)
133457,435,08:45-16:45 (12:45-13:30)
133458,435,08:45-16:45 (13:00-13:45)
133459,435,08:45-16:45 (13:15-14:00)
133460,435,08:45-16:45 (13:30-14:15)
133461,435,08:45-16:45 (13:45-14:30)
133462,435,08:45-17:00 (11:00-12:00)
133463,435,08:45-17:00 (11:15-12:15)
133464,435,08:45-17:00 (11:30-12:30)
133465,435,08:45-17:00 (11:45-12:45)
133466,435,08:45-17:00 (12:00-13:00)
133467,435,08:45-17:00 (12:15-13:15)
133468,435,08:45-17:00 (12:30-13:30)
133469,435,08:45-17:00 (12:45-13:45)
133470,435,08:45-17:00 (13:00-14:00)
133471,435,08:45-17:00 (13:15-14:15)
133472,435,08:45-17:00 (13:30-14:30)
133473,435,08:45-17:00 (13:45-14:45)
133474,435,08:45-17:15 (11:00-12:15)
133475,435,08:45-17:15 (11:15-12:30)
133476,435,08:45-17:15 (11:30-12:45)
133477,435,08:45-17:15 (11:45-13:00)
133478,435,08:45-17:15 (12:00-13:15)
133479,435,08:45-17:15 (12:15-13:30)
133480,435,08:45-17:15 (12:30-13:45)
133481,435,08:45-17:15 (12:45-14:00)
133482,435,08:45-17:15 (13:00-14:15)
133483,435,08:45-17:15 (13:15-14:30)
133484,435,08:45-17:15 (13:30-14:45)
133485,435,08:45-17:15 (13:45-15:00)
133486,435,08:45-17:30 (11:00-12:30)
133487,435,08:45-17:30 (11:15-12:45)
133488,435,08:45-17:30 (11:30-13:00)
133489,435,08:45-17:30 (11:45-13:15)
133490,435,08:45-17:30 (12:00-13:30)
133491,435,08:45-17:30 (12:15-13:45)
133492,435,08:45-17:30 (12:30-14:00)
133493,435,08:45-17:30 (12:45-14:15)
133494,435,08:45-17:30 (13:00-14:30)
133495,435,08:45-17:30 (13:15-14:45)
133496,435,08:45-17:30 (13:30-15:00)
133497,435,08:45-17:30 (13:45-15:15)
133498,435,08:45-17:45 (11:00-12:45)
133499,435,08:45-17:45 (11:15-13:00)
133500,435,08:45-17:45 (11:30-13:15)
133501,435,08:45-17:45 (11:45-13:30)
133502,435,08:45-17:45 (12:00-13:45)
133503,435,08:45-17:45 (12:15-14:00)
133504,435,08:45-17:45 (12:30-14:15)
133505,435,08:45-17:45 (12:45-14:30)
133506,435,08:45-17:45 (13:00-14:45)
133507,435,08:45-17:45 (13:15-15:00)
133508,435,08:45-17:45 (13:30-15:15)
133509,435,08:45-17:45 (13:45-15:30)
133510,435,08:45-18:00 (11:00-13:00)
133511,435,08:45-18:00 (11:15-13:15)
133512,435,08:45-18:00 (11:30-13:30)
133513,435,08:45-18:00 (11:45-13:45)
133514,435,08:45-18:00 (12:00-14:00)
133515,435,08:45-18:00 (12:15-14:15)
133516,435,08:45-18:00 (12:30-14:30)
133517,435,08:45-18:00 (12:45-14:45)
133518,435,08:45-18:00 (13:00-15:00)
133519,435,08:45-18:00 (13:15-15:15)
133520,435,08:45-18:00 (13:30-15:30)
133521,435,08:45-18:00 (13:45-15:45)
133522,450,08:45-16:45 (11:15-11:45)
133523,450,08:45-16:45 (11:30-12:00)
133524,450,08:45-16:45 (11:45-12:15)
133525,450,08:45-16:45 (12:00-12:30)
133526,450,08:45-16:45 (12:15-12:45)
133527,450,08:45-16:45 (12:30-13:00)
133528,450,08:45-16:45 (12:45-13:15)
133529,450,08:45-16:45 (13:00-13:30)
133530,450,08:45-16:45 (13:15-13:45)
133531,450,08:45-16:45 (13:30-14:00)
133532,450,08:45-16:45 (13:45-14:15)
133533,450,08:45-17:00 (11:15-12:00)
133534,450,08:45-17:00 (11:30-12:15)
133535,450,08:45-17:00 (11:45-12:30)
133536,450,08:45-17:00 (12:00-12:45)
133537,450,08:45-17:00 (12:15-13:00)
133538,450,08:45-17:00 (12:30-13:15)
133539,450,08:45-17:00 (12:45-13:30)
133540,450,08:45-17:00 (13:00-13:45)
133541,450,08:45-17:00 (13:15-14:00)
133542,450,08:45-17:00 (13:30-14:15)
133543,450,08:45-17:00 (13:45-14:30)
133544,450,08:45-17:15 (11:15-12:15)
133545,450,08:45-17:15 (11:30-12:30)
133546,450,08:45-17:15 (11:45-12:45)
133547,450,08:45-17:15 (12:00-13:00)
133548,450,08:45-17:15 (12:15-13:15)
133549,450,08:45-17:15 (12:30-13:30)
133550,450,08:45-17:15 (12:45-13:45)
133551,450,08:45-17:15 (13:00-14:00)
133552,450,08:45-17:15 (13:15-14:15)
133553,450,08:45-17:15 (13:30-14:30)
133554,450,08:45-17:15 (13:45-14:45)
133555,450,08:45-17:30 (11:15-12:30)
133556,450,08:45-17:30 (11:30-12:45)
133557,450,08:45-17:30 (11:45-13:00)
133558,450,08:45-17:30 (12:00-13:15)
133559,450,08:45-17:30 (12:15-13:30)
133560,450,08:45-17:30 (12:30-13:45)
133561,450,08:45-17:30 (12:45-14:00)
133562,450,08:45-17:30 (13:00-14:15)
133563,450,08:45-17:30 (13:15-14:30)
133564,450,08:45-17:30 (13:30-14:45)
133565,450,08:45-17:30 (13:45-15:00)
133566,450,08:45-17:45 (11:15-12:45)
133567,450,08:45-17:45 (11:30-13:00)
133568,450,08:45-17:45 (11:45-13:15)
133569,450,08:45-17:45 (12:00-13:30)
133570,450,08:45-17:45 (12:15-13:45)
133571,450,08:45-17:45 (12:30-14:00)
133572,450,08:45-17:45 (12:45-14:15)
133573,450,08:45-17:45 (13:00-14:30)
133574,450,08:45-17:45 (13:15-14:45)
133575,450,08:45-17:45 (13:30-15:00)
133576,450,08:45-17:45 (13:45-15:15)
133577,450,08:45-18:00 (11:15-13:00)
133578,450,08:45-18:00 (11:30-13:15)
133579,450,08:45-18:00 (11:45-13:30)
133580,450,08:45-18:00 (12:00-13:45)
133581,450,08:45-18:00 (12:15-14:00)
133582,450,08:45-18:00 (12:30-14:15)
133583,450,08:45-18:00 (12:45-14:30)
133584,450,08:45-18:00 (13:00-14:45)
133585,450,08:45-18:00 (13:15-15:00)
133586,450,08:45-18:00 (13:30-15:15)
133587,450,08:45-18:00 (13:45-15:30)
133588,450,08:45-18:15 (11:15-13:15)
133589,450,08:45-18:15 (11:30-13:30)
133590,450,08:45-18:15 (11:45-13:45)
133591,450,08:45-18:15 (12:00-14:00)
133592,450,08:45-18:15 (12:15-14:15)
133593,450,08:45-18:15 (12:30-14:30)
133594,450,08:45-18:15 (12:45-14:45)
133595,450,08:45-18:15 (13:00-15:00)
133596,450,08:45-18:15 (13:15-15:15)
133597,450,08:45-18:15 (13:30-15:30)
133598,450,08:45-18:15 (13:45-15:45)
133599,465,08:45-17:00 (11:30-12:00)
133600,465,08:45-17:00 (11:45-12:15)
133601,465,08:45-17:00 (12:00-12:30)
133602,465,08:45-17:00 (12:15-12:45)
133603,465,08:45-17:00 (12:30-13:00)
133604,465,08:45-17:00 (12:45-13:15)
133605,465,08:45-17:00 (13:00-13:30)
133606,465,08:45-17:00 (13:15-13:45)
133607,465,08:45-17:00 (13:30-14:00)
133608,465,08:45-17:00 (13:45-14:15)
133609,465,08:45-17:15 (11:30-12:15)
133610,465,08:45-17:15 (11:45-12:30)
133611,465,08:45-17:15 (12:00-12:45)
133612,465,08:45-17:15 (12:15-13:00)
133613,465,08:45-17:15 (12:30-13:15)
133614,465,08:45-17:15 (12:45-13:30)
133615,465,08:45-17:15 (13:00-13:45)
133616,465,08:45-17:15 (13:15-14:00)
133617,465,08:45-17:15 (13:30-14:15)
133618,465,08:45-17:15 (13:45-14:30)
133619,465,08:45-17:30 (11:30-12:30)
133620,465,08:45-17:30 (11:45-12:45)
133621,465,08:45-17:30 (12:00-13:00)
133622,465,08:45-17:30 (12:15-13:15)
133623,465,08:45-17:30 (12:30-13:30)
133624,465,08:45-17:30 (12:45-13:45)
133625,465,08:45-17:30 (13:00-14:00)
133626,465,08:45-17:30 (13:15-14:15)
133627,465,08:45-17:30 (13:30-14:30)
133628,465,08:45-17:30 (13:45-14:45)
